imag,steering_angle
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\17screen.png,-0.124131568
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\18screen.png,-0.127226653
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\19screen.png,-0.130311583
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\20screen.png,-0.133373319
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\21screen.png,-0.136407036
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\22screen.png,-0.139402768
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\23screen.png,-0.142352063
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\24screen.png,-0.145247758
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\25screen.png,-0.148083787
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\26screen.png,-0.150855006
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\27screen.png,-0.153557056
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\28screen.png,-0.156186253
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\29screen.png,-0.158739489
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\30screen.png,-0.16121415
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\31screen.png,-0.163608051
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\32screen.png,-0.165919371
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\33screen.png,-0.168141497
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\34screen.png,-0.170273927
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\35screen.png,-0.17231631
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\36screen.png,-0.174268428
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\37screen.png,-0.176130186
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\38screen.png,-0.177901602
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\39screen.png,-0.179582788
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\40screen.png,-0.18117394
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\41screen.png,-0.182675332
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\42screen.png,-0.184087302
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\43screen.png,-0.18541025
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\44screen.png,-0.186644628
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\45screen.png,-0.187790941
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\46screen.png,-0.188849735
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\47screen.png,-0.1898216
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\48screen.png,-0.190707165
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\49screen.png,-0.191507093
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\50screen.png,-0.192222082
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\51screen.png,-0.192852859
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\52screen.png,-0.193400185
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\53screen.png,-0.193864844
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\54screen.png,-0.19424765
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\55screen.png,-0.194549442
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\56screen.png,-0.194771082
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\57screen.png,-0.194913455
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\58screen.png,-0.194977471
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\59screen.png,-0.194964058
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\60screen.png,-0.194874166
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\61screen.png,-0.194708764
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\62screen.png,-0.19446884
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\63screen.png,-0.194155374
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\64screen.png,-0.193769239
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\65screen.png,-0.193311343
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\66screen.png,-0.192782628
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\67screen.png,-0.192184062
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\68screen.png,-0.191516644
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\69screen.png,-0.190781395
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\70screen.png,-0.18997936
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\71screen.png,-0.189111607
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\72screen.png,-0.188179223
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\73screen.png,-0.187183314
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\74screen.png,-0.186125005
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\75screen.png,-0.185005434
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\76screen.png,-0.183825758
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\77screen.png,-0.182587146
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\78screen.png,-0.18129078
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\79screen.png,-0.179937854
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\80screen.png,-0.178529576
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\81screen.png,-0.177067159
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\82screen.png,-0.17555183
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\83screen.png,-0.173984822
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\84screen.png,-0.172367377
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\85screen.png,-0.170700745
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\86screen.png,-0.168986179
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\87screen.png,-0.16722494
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\88screen.png,-0.165418294
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\89screen.png,-0.163567511
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\90screen.png,-0.161673863
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\91screen.png,-0.159738626
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\92screen.png,-0.157763079
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\93screen.png,-0.155748501
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\94screen.png,-0.153696172
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\95screen.png,-0.151607375
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\96screen.png,-0.149483391
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\97screen.png,-0.147325498
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\98screen.png,-0.145134977
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\99screen.png,-0.142913104
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\100screen.png,-0.140661154
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\101screen.png,-0.138380398
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\102screen.png,-0.136072106
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\103screen.png,-0.13373754
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\104screen.png,-0.131377961
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\105screen.png,-0.128994623
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\106screen.png,-0.126588777
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\107screen.png,-0.124161665
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\108screen.png,-0.121714524
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\109screen.png,-0.119248585
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\110screen.png,-0.11676507
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\111screen.png,-0.114265196
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\112screen.png,-0.111750168
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\113screen.png,-0.109221186
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\114screen.png,-0.106679438
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\115screen.png,-0.104126107
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\116screen.png,-0.10156236
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\117screen.png,-0.098989361
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\118screen.png,-0.096408257
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\119screen.png,-0.093820188
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\120screen.png,-0.091226283
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\121screen.png,-0.088627658
C:\Users\Newton\OneDrive\桌面\ELEN 90088 Machine Learning\workshops\LDI project\Autodriving\AD_kit-Canvas_v1\AD_kit-Canvas_v1\gym-duckietown-kit\starterkit\datacollectnew\122screen.png,-0.086025416
