imag,steering_angle
307screen.png,-0.03878247
308screen.png,-0.040852906
309screen.png,-0.038220375
310screen.png,-0.035442485
311screen.png,-0.032522253
312screen.png,-0.034221137
313screen.png,-0.031038513
314screen.png,-0.027713378
315screen.png,-0.024248743
316screen.png,-0.020647381
317screen.png,-0.016902335
318screen.png,-0.018015427
319screen.png,-0.014020482
320screen.png,-0.009891884
321screen.png,-0.005632348
322screen.png,-0.001244435
323screen.png,0.003279437
324screen.png,0.007935905
325screen.png,0.007426191
326screen.png,0.012306702
327screen.png,0.017310498
328screen.png,0.022434975
329screen.png,0.027677636
330screen.png,0.027490474
331screen.png,0.032947155
332screen.png,0.038523104
333screen.png,0.044215308
334screen.png,0.09273705
335screen.png,0.093943492
336screen.png,0.095094639
337screen.png,0.096185177
338screen.png,0.097210012
339screen.png,0.098078679
340screen.png,0.098805315
341screen.png,0.099402223
342screen.png,0.099880137
343screen.png,0.100248439
344screen.png,0.106815787
345screen.png,0.113477474
346screen.png,0.120241822
347screen.png,0.127116439
348screen.png,0.134108288
349screen.png,0.134693923
350screen.png,0.141858045
351screen.png,0.149121991
352screen.png,0.156480804
353screen.png,0.163929782
354screen.png,0.171477504
355screen.png,0.179118334
356screen.png,0.186846986
357screen.png,0.194658471
358screen.png,0.202548059
359screen.png,0.210511213
360screen.png,0.218543563
361screen.png,0.226640877
362screen.png,0.234799048
363screen.png,0.243014067
364screen.png,0.243981321
365screen.png,0.252254807
366screen.png,0.260574022
367screen.png,0.268935264
368screen.png,0.277334862
369screen.png,0.285783794
370screen.png,0.294276905
371screen.png,0.302809253
372screen.png,0.31137608
373screen.png,0.319972778
374screen.png,0.328594842
375screen.png,0.337237846
376screen.png,0.353678862
377screen.png,0.354569324
378screen.png,0.363249256
379screen.png,0.371933026
380screen.png,0.38061646
381screen.png,0.389279825
382screen.png,0.397936301
383screen.png,0.406581544
384screen.png,0.407026774
385screen.png,0.415610181
386screen.png,0.424171065
387screen.png,0.432705287
388screen.png,0.441208724
389screen.png,0.449693651
390screen.png,0.458154202
391screen.png,0.466584751
392screen.png,0.474979887
393screen.png,0.483334378
394screen.png,0.491643127
395screen.png,0.499901147
396screen.png,0.508103561
397screen.png,0.51624559
398screen.png,0.524322541
399screen.png,0.532329807
400screen.png,0.54026286
401screen.png,0.539517945
402screen.png,0.547291286
403screen.png,0.554979348
404screen.png,0.562577899
405screen.png,0.570082772
406screen.png,0.577507082
407screen.png,0.584844871
408screen.png,0.592090495
409screen.png,0.59923859
410screen.png,0.606284051
411screen.png,0.613221962
412screen.png,0.611368774
413screen.png,0.61810092
414screen.png,0.624713989
415screen.png,0.631203731
416screen.png,0.63756604
417screen.png,0.643814331
418screen.png,0.649942795
419screen.png,0.655946016
420screen.png,0.661818928
421screen.png,0.667556786
422screen.png,0.664569036
423screen.png,0.670065945
424screen.png,0.675417016
425screen.png,0.680618409
426screen.png,0.685666483
427screen.png,0.690574982
428screen.png,0.695338649
429screen.png,0.691458502
430screen.png,0.695972606
431screen.png,0.70033032
432screen.png,0.704527825
433screen.png,0.708561575
434screen.png,0.712445293
435screen.png,0.716173938
436screen.png,0.71974296
437screen.png,0.723148252
438screen.png,0.71818515
439screen.png,0.721319784
440screen.png,0.724281921
441screen.png,0.727068729
442screen.png,0.729677652
443screen.png,0.732122805
444screen.png,0.734400168
445screen.png,0.728548059
446screen.png,0.730555533
447screen.png,0.732386915
448screen.png,0.726053679
449screen.png,0.73551194
450screen.png,0.736817525
451screen.png,0.730206416
452screen.png,0.731250406
453screen.png,0.732135515
454screen.png,0.73284177
455screen.png,0.733367532
456screen.png,0.733726959
457screen.png,0.726412972
458screen.png,0.72651742
459screen.png,0.72644852
460screen.png,0.72620456
461screen.png,0.725784164
462screen.png,0.725201294
463screen.png,0.717217357
464screen.png,0.716391772
465screen.png,0.715397652
466screen.png,0.714233703
467screen.png,0.705768312
468screen.png,0.711407309
469screen.png,0.702809278
470screen.png,0.701089759
471screen.png,0.699208442
472screen.png,0.697178771
473screen.png,0.694984383
474screen.png,0.685903077
475screen.png,0.683499006
476screen.png,0.680941625
477screen.png,0.678230268
478screen.png,0.675364642
479screen.png,0.665843306
480screen.png,0.662789057
481screen.png,0.659591579
482screen.png,0.656256096
483screen.png,0.65279517
484screen.png,0.642921364
485screen.png,0.63929956
486screen.png,0.635548332
487screen.png,0.625426731
488screen.png,0.615139328
489screen.png,0.604685865
490screen.png,0.594066569
491screen.png,0.583294598
492screen.png,0.572382185
493screen.png,0.561340767
494screen.png,0.550181106
495screen.png,0.538913355
496screen.png,0.581001415
497screen.png,0.576412346
498screen.png,0.566120155
499screen.png,0.561546687
500screen.png,0.556837009
501screen.png,0.551995853
502screen.png,0.541531489
503screen.png,0.536554968
504screen.png,0.531467151
505screen.png,0.526270685
506screen.png,0.520979284
507screen.png,0.510335625
508screen.png,0.504951072
509screen.png,0.499475476
510screen.png,0.493910681
511screen.png,0.483167637
512screen.png,0.477542027
513screen.png,0.471840776
514screen.png,0.466065129
515screen.png,0.45528387
516screen.png,0.449474023
517screen.png,0.443601623
518screen.png,0.432793759
519screen.png,0.426899807
520screen.png,0.420954507
521screen.png,0.41495824
522screen.png,0.408921448
523screen.png,0.398221248
524screen.png,0.392191677
525screen.png,0.386120882
526screen.png,0.375459238
527screen.png,0.369405911
528screen.png,0.363321225
529screen.png,0.352729034
530screen.png,0.342101195
531screen.png,0.331437731
532screen.png,0.334512935
533screen.png,0.324091057
534screen.png,0.318064345
535screen.png,0.312039682
536screen.png,0.305996879
537screen.png,0.295793958
538screen.png,0.289818652
539screen.png,0.283833557
540screen.png,0.273764155
541screen.png,0.267853655
542screen.png,0.261941401
543screen.png,0.252029908
544screen.png,0.246206501
545screen.png,0.240388322
546screen.png,0.234575129
547screen.png,0.224938812
548screen.png,0.219233268
549screen.png,0.213538705
550screen.png,0.204096779
551screen.png,0.19851331
552screen.png,0.18918547
553screen.png,0.18371752
554screen.png,0.178272904
555screen.png,0.172850778
556screen.png,0.163856978
557screen.png,0.158572542
558screen.png,0.153314629
559screen.png,0.144560384
560screen.png,0.139440388
561screen.png,0.134351384
562screen.png,0.125849321
563screen.png,0.1209057
564screen.png,0.115997007
565screen.png,0.107758022
566screen.png,0.103001199
567screen.png,0.098282794
568screen.png,0.090316318
569screen.png,0.085755407
570screen.png,0.081236002
571screen.png,0.073550158
572screen.png,0.06919309
573screen.png,0.064880251
574screen.png,0.057481967
575screen.png,0.053335587
576screen.png,0.046110877
577screen.png,0.040551383
578screen.png,0.033465769
579screen.png,0.026433147
580screen.png,0.019458542
581screen.png,0.012543296
582screen.png,0.005691879
583screen.png,-0.001091628
584screen.png,-0.007803491
585screen.png,-0.014440279
586screen.png,-0.020998841
587screen.png,-0.027476276
588screen.png,-0.033869911
589screen.png,-0.040177282
590screen.png,-0.046396111
591screen.png,-0.052524299
592screen.png,-0.058559903
593screen.png,-0.064501127
594screen.png,-0.070346311
595screen.png,-0.07609392
596screen.png,-0.081742536
597screen.png,-0.087290849
598screen.png,-0.092737651
599screen.png,-0.098081827
600screen.png,-0.103322355
601screen.png,-0.108458292
602screen.png,-0.11348878
603screen.png,-0.118413033
604screen.png,-0.123230338
605screen.png,-0.12794005
606screen.png,-0.132541589
607screen.png,-0.13703444
608screen.png,-0.141418146
609screen.png,-0.145692309
610screen.png,-0.149856587
611screen.png,-0.153910692
612screen.png,-0.157854387
613screen.png,-0.16168749
614screen.png,-0.165409863
615screen.png,-0.16902142
616screen.png,-0.17252212
617screen.png,-0.175911969
618screen.png,-0.179191016
619screen.png,-0.182359354
620screen.png,-0.185417119
621screen.png,-0.188364489
622screen.png,-0.191201682
623screen.png,-0.193928956
624screen.png,-0.196546608
625screen.png,-0.199054975
626screen.png,-0.201454429
627screen.png,-0.203745382
628screen.png,-0.205928278
629screen.png,-0.208003602
630screen.png,-0.20997187
631screen.png,-0.211833633
632screen.png,-0.213589476
633screen.png,-0.215240018
634screen.png,-0.216785908
635screen.png,-0.21822783
636screen.png,-0.219566496
637screen.png,-0.22080265
638screen.png,-0.221937066
639screen.png,-0.222970548
640screen.png,-0.223903927
641screen.png,-0.224738062
642screen.png,-0.225473843
643screen.png,-0.226112183
644screen.png,-0.226654023
645screen.png,-0.22710033
646screen.png,-0.227452096
647screen.png,-0.227710336
648screen.png,-0.227876091
649screen.png,-0.227950424
650screen.png,-0.227934421
651screen.png,-0.227829191
652screen.png,-0.227635862
653screen.png,-0.227355585
654screen.png,-0.226989531
655screen.png,-0.226538889
656screen.png,-0.226004868
657screen.png,-0.225388696
658screen.png,-0.224691616
659screen.png,-0.223914891
660screen.png,-0.223059797
661screen.png,-0.22212763
662screen.png,-0.221119697
663screen.png,-0.220037321
664screen.png,-0.218881839
665screen.png,-0.217654599
666screen.png,-0.216356965
667screen.png,-0.214990309
668screen.png,-0.213556017
669screen.png,-0.212055483
670screen.png,-0.210490111
671screen.png,-0.208861316
672screen.png,-0.20717052
673screen.png,-0.205419152
674screen.png,-0.20360865
675screen.png,-0.201740457
676screen.png,-0.199816021
677screen.png,-0.197836798
678screen.png,-0.195804245
679screen.png,-0.193719826
680screen.png,-0.191585005
681screen.png,-0.189401251
682screen.png,-0.187170035
683screen.png,-0.184892827
684screen.png,-0.182571099
685screen.png,-0.180206324
686screen.png,-0.177799973
687screen.png,-0.175353516
688screen.png,-0.172868421
689screen.png,-0.170346156
690screen.png,-0.167788182
691screen.png,-0.16519596
692screen.png,-0.162570945
693screen.png,-0.159914587
694screen.png,-0.157228333
695screen.png,-0.154513623
696screen.png,-0.151771889
697screen.png,-0.149004558
698screen.png,-0.146213051
699screen.png,-0.143398777
700screen.png,-0.140563141
701screen.png,-0.137707537
702screen.png,-0.134833349
703screen.png,-0.131941952
704screen.png,-0.129034713
705screen.png,-0.126112984
706screen.png,-0.123178109
707screen.png,-0.12023142
708screen.png,-0.117274235
709screen.png,-0.114307863
710screen.png,-0.111333597
711screen.png,-0.108352718
712screen.png,-0.105366496
713screen.png,-0.102376182
714screen.png,-0.099383018
715screen.png,-0.096388228
716screen.png,-0.093393022
717screen.png,-0.090398595
718screen.png,-0.087406128
719screen.png,-0.084416783
720screen.png,-0.081431708
721screen.png,-0.078452035
722screen.png,-0.075478878
723screen.png,-0.072513335
724screen.png,-0.069556488
725screen.png,-0.0666094
726screen.png,-0.063673117
727screen.png,-0.060748667
728screen.png,-0.057837061
729screen.png,-0.054939292
730screen.png,-0.052056333
731screen.png,-0.049189141
732screen.png,-0.046338653
733screen.png,-0.043505787
734screen.png,-0.040691445
735screen.png,-0.037896505
736screen.png,-0.035121832
737screen.png,-0.032368266
738screen.png,-0.029636633
739screen.png,-0.026927737
740screen.png,-0.024242361
741screen.png,-0.021581273
742screen.png,-0.018945219
743screen.png,-0.016334924
744screen.png,-0.013751097
745screen.png,-0.011194425
746screen.png,-0.008665575
747screen.png,-0.006165197
748screen.png,-0.00369392
749screen.png,-0.001252352
750screen.png,0.001158916
751screen.png,0.003539315
752screen.png,0.005888292
753screen.png,0.008205318
754screen.png,0.01048988
755screen.png,0.012741485
756screen.png,0.01495966
757screen.png,0.017143951
758screen.png,0.019293924
759screen.png,0.021409161
760screen.png,0.023489267
761screen.png,0.025533863
762screen.png,0.02754259
763screen.png,0.029515108
764screen.png,0.031451095
765screen.png,0.033350246
766screen.png,0.035212278
767screen.png,0.037036923
768screen.png,0.038823932
769screen.png,0.040573075
770screen.png,0.042284138
771screen.png,0.043956926
772screen.png,0.045591262
773screen.png,0.047186984
774screen.png,0.048743949
775screen.png,0.050262031
776screen.png,0.051741121
777screen.png,0.053181125
778screen.png,0.054581968
779screen.png,0.05594359
780screen.png,0.057265947
781screen.png,0.058549011
782screen.png,0.05979277
783screen.png,0.060997228
784screen.png,0.062162404
785screen.png,0.063288332
786screen.png,0.064375061
787screen.png,0.065422655
788screen.png,0.066431192
789screen.png,0.067400766
790screen.png,0.068331484
791screen.png,0.069223466
792screen.png,0.070076846
793screen.png,0.070891774
794screen.png,0.07166841
795screen.png,0.072406928
796screen.png,0.073107516
797screen.png,0.073770374
798screen.png,0.074395713
799screen.png,0.074983759
800screen.png,0.075534745
801screen.png,0.076048921
802screen.png,0.076526546
803screen.png,0.076967889
804screen.png,0.077373232
805screen.png,0.077742865
806screen.png,0.078077093
807screen.png,0.078376226
808screen.png,0.078640587
809screen.png,0.078870508
810screen.png,0.07906633
811screen.png,0.079228404
812screen.png,0.079357089
813screen.png,0.079452753
814screen.png,0.079515773
815screen.png,0.079546534
816screen.png,0.079545427
817screen.png,0.079512854
818screen.png,0.079449222
819screen.png,0.079354946
820screen.png,0.079230448
821screen.png,0.079076156
822screen.png,0.078892506
823screen.png,0.078679938
824screen.png,0.078438899
825screen.png,0.078169842
826screen.png,0.077873225
827screen.png,0.077549512
828screen.png,0.07719917
829screen.png,0.076822672
830screen.png,0.076420497
831screen.png,0.075993125
832screen.png,0.075541042
833screen.png,0.075064737
834screen.png,0.074564703
835screen.png,0.074041435
836screen.png,0.073495433
837screen.png,0.072927199
838screen.png,0.072337236
839screen.png,0.071726051
840screen.png,0.071094153
841screen.png,0.070442052
842screen.png,0.069770261
843screen.png,0.069079292
844screen.png,0.068369661
845screen.png,0.067641883
846screen.png,0.066896474
847screen.png,0.066133952
848screen.png,0.065354833
849screen.png,0.064559635
850screen.png,0.063748874
851screen.png,0.062923069
852screen.png,0.062082735
853screen.png,0.061228388
854screen.png,0.060360542
855screen.png,0.059479712
856screen.png,0.05858641
857screen.png,0.057681146
858screen.png,0.056764429
859screen.png,0.055836768
860screen.png,0.054898668
861screen.png,0.053950631
862screen.png,0.052993158
863screen.png,0.052026749
864screen.png,0.051051897
865screen.png,0.050069096
866screen.png,0.049078835
867screen.png,0.048081601
868screen.png,0.047077877
869screen.png,0.046068143
870screen.png,0.045052873
871screen.png,0.044032541
872screen.png,0.043007614
873screen.png,0.041978557
874screen.png,0.040945829
875screen.png,0.039909887
876screen.png,0.03887118
877screen.png,0.037830157
878screen.png,0.036787258
879screen.png,0.03574292
880screen.png,0.034697576
881screen.png,0.033651652
882screen.png,0.032605571
883screen.png,0.031559749
884screen.png,0.030514596
885screen.png,0.02947052
886screen.png,0.028427921
887screen.png,0.027387192
888screen.png,0.026348723
889screen.png,0.025312897
890screen.png,0.02428009
891screen.png,0.023250676
892screen.png,0.022225017
893screen.png,0.021203475
894screen.png,0.020186401
895screen.png,0.019174142
896screen.png,0.01816704
897screen.png,0.017165427
898screen.png,0.016169631
899screen.png,0.015179975
900screen.png,0.014196773
901screen.png,0.013220332
902screen.png,0.012250955
903screen.png,0.011288936
904screen.png,0.010334565
905screen.png,0.009388123
906screen.png,0.008449884
907screen.png,0.007520118
908screen.png,0.006599086
909screen.png,0.005687042
910screen.png,0.004784235
911screen.png,0.003890906
912screen.png,0.003007289
913screen.png,0.002133613
914screen.png,0.001270097
915screen.png,0.000416957
916screen.png,-0.000425602
917screen.png,-0.001257378
918screen.png,-0.002078177
919screen.png,-0.002887814
920screen.png,-0.003686107
921screen.png,-0.004472885
922screen.png,-0.005247979
923screen.png,-0.006011231
924screen.png,-0.006762487
925screen.png,-0.007501601
926screen.png,-0.008228432
927screen.png,-0.008942849
928screen.png,-0.009644724
929screen.png,-0.010333938
930screen.png,-0.011010376
931screen.png,-0.011673933
932screen.png,-0.012324506
933screen.png,-0.012962004
934screen.png,-0.013586336
935screen.png,-0.014197423
936screen.png,-0.014795189
937screen.png,-0.015379565
938screen.png,-0.015950488
939screen.png,-0.016507902
940screen.png,-0.017051756
941screen.png,-0.017582005
942screen.png,-0.018098611
943screen.png,-0.018601541
944screen.png,-0.019090768
945screen.png,-0.019566272
946screen.png,-0.020028035
947screen.png,-0.020476049
948screen.png,-0.02091031
949screen.png,-0.021330817
950screen.png,-0.02173758
951screen.png,-0.022130608
952screen.png,-0.02250992
953screen.png,-0.022875538
954screen.png,-0.023227489
955screen.png,-0.023565807
956screen.png,-0.023890529
957screen.png,-0.024201697
958screen.png,-0.02449936
959screen.png,-0.024783569
960screen.png,-0.025054381
961screen.png,-0.025311857
962screen.png,-0.025556064
963screen.png,-0.02578764
964screen.png,-0.026006572
965screen.png,-0.02621286
966screen.png,-0.026406518
967screen.png,-0.026587575
968screen.png,-0.026756068
969screen.png,-0.026912045
970screen.png,-0.027055562
971screen.png,-0.027186684
972screen.png,-0.027305484
973screen.png,-0.02741204
974screen.png,-0.027506439
975screen.png,-0.027588773
976screen.png,-0.027659141
977screen.png,-0.027717647
978screen.png,-0.027764399
979screen.png,-0.027799512
980screen.png,-0.027823104
981screen.png,-0.027835298
982screen.png,-0.027836221
983screen.png,-0.027826004
984screen.png,-0.027804782
985screen.png,-0.027772692
986screen.png,-0.027729876
987screen.png,-0.027676479
988screen.png,-0.027612648
989screen.png,-0.027538534
990screen.png,-0.027454289
991screen.png,-0.02736007
992screen.png,-0.027256035
993screen.png,-0.027142343
994screen.png,-0.027019157
995screen.png,-0.026886642
996screen.png,-0.026744964
997screen.png,-0.026594292
998screen.png,-0.026434796
999screen.png,-0.026266646
1000screen.png,-0.026090016
1001screen.png,-0.025905081
1002screen.png,-0.025712016
1003screen.png,-0.025510998
1004screen.png,-0.025302206
1005screen.png,-0.025085817
1006screen.png,-0.024862013
1007screen.png,-0.024630973
1008screen.png,-0.02439288
1009screen.png,-0.024147915
1010screen.png,-0.023896261
1011screen.png,-0.023638102
1012screen.png,-0.02337362
1013screen.png,-0.023103
1014screen.png,-0.022826426
1015screen.png,-0.022544082
1016screen.png,-0.022256152
1017screen.png,-0.02196282
1018screen.png,-0.021664272
1019screen.png,-0.021360691
1020screen.png,-0.02105226
1021screen.png,-0.020739164
1022screen.png,-0.020421585
1023screen.png,-0.020099706
1024screen.png,-0.01977371
1025screen.png,-0.019443778
1026screen.png,-0.019110091
1027screen.png,-0.018772829
1028screen.png,-0.018432172
1029screen.png,-0.018088298
1030screen.png,-0.017741386
1031screen.png,-0.017391612
1032screen.png,-0.017039151
1033screen.png,-0.016684179
1034screen.png,-0.016326869
1035screen.png,-0.015967394
1036screen.png,-0.015605923
1037screen.png,-0.015242629
1038screen.png,-0.014877678
1039screen.png,-0.014511238
1040screen.png,-0.014143474
1041screen.png,-0.013774551
1042screen.png,-0.013404631
1043screen.png,-0.013033875
1044screen.png,-0.012662442
1045screen.png,-0.01229049
1046screen.png,-0.011918175
1047screen.png,-0.011545651
1048screen.png,-0.01117307
1049screen.png,-0.010800583
1050screen.png,-0.010428338
1051screen.png,-0.010056482
1052screen.png,-0.009685159
1053screen.png,-0.009314513
1054screen.png,-0.008944683
1055screen.png,-0.008575809
1056screen.png,-0.008208027
1057screen.png,-0.007841471
1058screen.png,-0.007476274
1059screen.png,-0.007112565
1060screen.png,-0.006750473
1061screen.png,-0.006390123
1062screen.png,-0.006031639
1063screen.png,-0.005675141
1064screen.png,-0.005320748
1065screen.png,-0.004968578
1066screen.png,-0.004618744
1067screen.png,-0.004271358
1068screen.png,-0.00392653
1069screen.png,-0.003584366
1070screen.png,-0.003244971
1071screen.png,-0.002908449
1072screen.png,-0.002574898
1073screen.png,-0.002244416
1074screen.png,-0.001917099
1075screen.png,-0.001593038
1076screen.png,-0.001272324
1077screen.png,-0.000955045
1078screen.png,-0.000641286
1079screen.png,-0.00033113
1080screen.png,-2.47E-05
1081screen.png,0.000278055
1082screen.png,0.000576931
1083screen.png,0.000871898
1084screen.png,0.001162885
1085screen.png,0.001449824
1086screen.png,0.00173265
1087screen.png,0.0020113
1088screen.png,0.002285713
1089screen.png,0.002555831
1090screen.png,0.002821599
1091screen.png,0.003082962
1092screen.png,0.003339871
1093screen.png,0.003592276
1094screen.png,0.003840132
1095screen.png,0.004083395
1096screen.png,0.004322024
1097screen.png,0.00455598
1098screen.png,0.004785226
1099screen.png,0.005009729
1100screen.png,0.005229456
1101screen.png,0.005444377
1102screen.png,0.005654467
1103screen.png,0.005859698
1104screen.png,0.00606005
1105screen.png,0.006255501
1106screen.png,0.006446033
1107screen.png,0.006631631
1108screen.png,0.006812279
1109screen.png,0.006987967
1110screen.png,0.007158685
1111screen.png,0.007324426
1112screen.png,0.007485183
1113screen.png,0.007640954
1114screen.png,0.007791738
1115screen.png,0.007937536
